Code,Name,Year,Sector,Emissions_kt,Population_000s,PerCapita_Emissions_t
E09000002,Barking and Dagenham,2014,Grand total,604.5196381417176,198.294,3.0486027723567912
E09000002,Barking and Dagenham,2014,Industry and Commercial,201.04058332719626,198.294,3.0486027723567912
E09000002,Barking and Dagenham,2014,Transport,160.60379876017188,198.294,3.0486027723567912
E09000003,Barnet,2005,Domestic,868.081255985561,327.541,5.1889509570647645
E09000003,Barnet,2005,Grand total,1699.5941854279502,327.541,5.1889509570647645
E09000003,Barnet,2005,Industry and Commercial,460.46760506215304,327.541,5.1889509570647645
E09000003,Barnet,2005,Transport,371.0453243802364,327.541,5.1889509570647645
E09000003,Barnet,2006,Domestic,870.7035934565198,330.801,5.16915382698193
E09000003,Barnet,2006,Grand total,1709.9612551194493,330.801,5.16915382698193
E09000003,Barnet,2006,Industry and Commercial,471.9824631401759,330.801,5.16915382698193
E09000003,Barnet,2006,Transport,367.27519852275367,330.801,5.16915382698193
E09000003,Barnet,2007,Domestic,847.9181100907797,334.837,4.9470400131001675
E09000003,Barnet,2007,Grand total,1656.4520368664207,334.837,4.9470400131001675
E09000003,Barnet,2007,Industry and Commercial,442.3495443766672,334.837,4.9470400131001675
E09000003,Barnet,2007,Transport,366.1843823989738,334.837,4.9470400131001675
E09000003,Barnet,2008,Domestic,856.6939721060241,339.212,4.904429272704508
E09000003,Barnet,2008,Grand total,1663.6412624526415,339.212,4.904429272704508
E09000003,Barnet,2008,Industry and Commercial,453.07097621856605,339.212,4.904429272704508
E09000003,Barnet,2008,Transport,353.8763141280514,339.212,4.904429272704508
E09000003,Barnet,2009,Domestic,775.0108174565173,345.829,4.390640794536866
E09000003,Barnet,2009,Grand total,1518.4109153338898,345.829,4.390640794536866
E09000003,Barnet,2009,Industry and Commercial,403.10571802230356,345.829,4.390640794536866
E09000003,Barnet,2009,Transport,340.29437985506894,345.829,4.390640794536866
E09000003,Barnet,2010,Domestic,837.3564689398537,351.438,4.580284916159179
E09000003,Barnet,2010,Grand total,1609.6861703651498,351.438,4.580284916159179
E09000003,Barnet,2010,Industry and Commercial,426.3800719682823,351.438,4.580284916159179
E09000003,Barnet,2010,Transport,345.9496294570137,351.438,4.580284916159179
E09000003,Barnet,2011,Domestic,730.9930343243523,357.538,4.0360477381319475
E09000003,Barnet,2011,Grand total,1443.0404361962203,357.538,4.0360477381319475
E09000003,Barnet,2011,Industry and Commercial,382.85963147874907,357.538,4.0360477381319475
E09000003,Barnet,2011,Transport,329.18777039311897,357.538,4.0360477381319475
E09000003,Barnet,2012,Domestic,791.7460611727157,363.956,4.2087465695375625
E09000003,Barnet,2012,Grand total,1531.7985664626133,363.956,4.2087465695375625
E09000003,Barnet,2012,Industry and Commercial,402.599248187825,363.956,4.2087465695375625
E09000003,Barnet,2012,Transport,337.4532571020724,363.956,4.2087465695375625
E09000003,Barnet,2013,Domestic,776.8312615184224,369.088,4.050648205704991
E09000003,Barnet,2013,Grand total,1495.0456449472435,369.088,4.050648205704991
E09000003,Barnet,2013,Industry and Commercial,384.30733338090175,369.088,4.050648205704991
E09000003,Barnet,2013,Transport,333.9070500479197,369.088,4.050648205704991
E09000003,Barnet,2014,Domestic,645.7771507259511,374.915,3.616381081055986
E09000003,Barnet,2014,Grand total,1355.835513004105,374.915,3.616381081055986
E09000003,Barnet,2014,Industry and Commercial,371.9092450281903,374.915,3.616381081055986
E09000003,Barnet,2014,Transport,338.14911724996364,374.915,3.616381081055986
E09000004,Bexley,2005,Domestic,531.0273752065104,222.391,5.7012891404766926
E09000004,Bexley,2005,Grand total,1267.9153932397521,222.391,5.7012891404766926
E09000004,Bexley,2005,Industry and Commercial,470.60813533669113,222.391,5.7012891404766926
E09000004,Bexley,2005,Transport,266.27988269655043,222.391,5.7012891404766926
E09000004,Bexley,2006,Domestic,526.7626341434535,223.28,5.645926207212555
E09000004,Bexley,2006,Grand total,1260.6224035464193,223.28,5.645926207212555
E09000004,Bexley,2006,Industry and Commercial,476.01178347778426,223.28,5.645926207212555
E09000004,Bexley,2006,Transport,257.8479859251814,223.28,5.645926207212555
E09000004,Bexley,2007,Domestic,509.7322885645739,224.625,5.401940259516464
E09000004,Bexley,2007,Grand total,1213.4108307938857,224.625,5.401940259516464
E09000004,Bexley,2007,Industry and Commercial,449.27775226932266,224.625,5.401940259516464
E09000004,Bexley,2007,Transport,254.40078995998914,224.625,5.401940259516464
E09000004,Bexley,2008,Domestic,513.7426197540892,226.652,5.305259361507497
E09000004,Bexley,2008,Grand total,1202.4476448043972,226.652,5.305259361507497
E09000004,Bexley,2008,Industry and Commercial,447.22294842256446,226.652,5.305259361507497
E09000004,Bexley,2008,Transport,241.48207662774374,226.652,5.305259361507497
E09000004,Bexley,2009,Domestic,462.9060689398337,228.146,4.7740312251787795
E09000004,Bexley,2009,Grand total,1089.1761278996378,228.146,4.7740312251787795
E09000004,Bexley,2009,Industry and Commercial,391.0761469826613,228.146,4.7740312251787795
E09000004,Bexley,2009,Transport,235.19391197714285,228.146,4.7740312251787795
E09000004,Bexley,2010,Domestic,498.14790297168304,230.711,4.958011900847376
E09000004,Bexley,2010,Grand total,1143.867883656399,230.711,4.958011900847376
E09000004,Bexley,2010,Industry and Commercial,417.2851786389136,230.711,4.958011900847376
E09000004,Bexley,2010,Transport,228.4348020458022,230.711,4.958011900847376
E09000004,Bexley,2011,Domestic,432.3384950362708,232.774,4.415088035741016
E09000004,Bexley,2011,Grand total,1027.7177024315793,232.774,4.415088035741016
E09000004,Bexley,2011,Industry and Commercial,375.9778227291715,232.774,4.415088035741016
E09000004,Bexley,2011,Transport,219.4013846661371,232.774,4.415088035741016
E09000004,Bexley,2012,Domestic,468.71520592047216,234.271,4.667004096806592
E09000004,Bexley,2012,Grand total,1093.343716762977,234.271,4.667004096806592
E09000004,Bexley,2012,Industry and Commercial,405.50526122710016,234.271,4.667004096806592
E09000004,Bexley,2012,Transport,219.1232496154047,234.271,4.667004096806592
E09000004,Bexley,2013,Domestic,455.6989874515175,236.687,4.482334421158082
E09000004,Bexley,2013,Grand total,1060.9102871406428,236.687,4.482334421158082
E09000004,Bexley,2013,Industry and Commercial,392.16640601186805,236.687,4.482334421158082
E09000004,Bexley,2013,Transport,213.0448936772573,236.687,4.482334421158082
E09000004,Bexley,2014,Domestic,379.38205551493354,239.865,4.0519528100150515
E09000004,Bexley,2014,Grand total,971.9216607742603,239.865,4.0519528100150515
E09000004,Bexley,2014,Industry and Commercial,377.17619238221454,239.865,4.0519528100150515
E09000004,Bexley,2014,Transport,215.36341287711227,239.865,4.0519528100150515
E09000005,Brent,2005,Domestic,616.4571770438001,270.939,5.247604848992617
E09000005,Brent,2005,Grand total,1421.7808101812107,270.939,5.247604848992617
E09000005,Brent,2005,Industry and Commercial,542.9546084507232,270.939,5.247604848992617
E09000005,Brent,2005,Transport,262.3690246866875,270.939,5.247604848992617
E09000005,Brent,2006,Domestic,614.2463936755197,276.504,5.031595698000644
E09000005,Brent,2006,Grand total,1391.2563368799701,276.504,5.031595698000644
E09000005,Brent,2006,Industry and Commercial,521.4113279516758,276.504,5.031595698000644
E09000005,Brent,2006,Transport,255.59861525277444,276.504,5.031595698000644
E09000005,Brent,2007,Domestic,601.6892750534657,283.273,4.923123908104796
E09000005,Brent,2007,Grand total,1394.58807882057,283.273,4.923123908104796
E09000005,Brent,2007,Industry and Commercial,545.2709713396209,283.273,4.923123908104796
E09000005,Brent,2007,Transport,247.62783242748353,283.273,4.923123908104796
E09000005,Brent,2008,Domestic,606.0434176095496,290.901,4.930128408815646
E09000005,Brent,2008,Grand total,1434.1792842528803,290.901,4.930128408815646
E09000005,Brent,2008,Industry and Commercial,602.2927581137448,290.901,4.930128408815646
E09000005,Brent,2008,Transport,225.84310852958598,290.901,4.930128408815646
E09000005,Brent,2009,Domestic,547.4555951825241,298.118,4.318255517231978
E09000005,Brent,2009,Grand total,1287.3496982861627,298.118,4.318255517231978
E09000005,Brent,2009,Industry and Commercial,522.0764266656709,298.118,4.318255517231978
E09000005,Brent,2009,Transport,217.81767643796778,298.118,4.318255517231978
E09000005,Brent,2010,Domestic,587.3253659763665,304.785,4.2072955174242885
E09000005,Brent,2010,Grand total,1282.3205642781618,304.785,4.2072955174242885
E09000005,Brent,2010,Industry and Commercial,464.87496244352,304.785,4.2072955174242885
E09000005,Brent,2010,Transport,230.1202358582751,304.785,4.2072955174242885
E09000005,Brent,2011,Domestic,508.9113580989701,312.245,3.651544865971155
E09000005,Brent,2011,Grand total,1140.1766266751633,312.245,3.651544865971155
E09000005,Brent,2011,Industry and Commercial,411.60672161624944,312.245,3.651544865971155
E09000005,Brent,2011,Transport,219.6585469599439,312.245,3.651544865971155
E09000005,Brent,2012,Domestic,549.6594566387433,314.66,4.25953104588676
E09000005,Brent,2012,Grand total,1340.304038898728,314.66,4.25953104588676
E09000005,Brent,2012,Industry and Commercial,571.1880698080106,314.66,4.25953104588676
E09000005,Brent,2012,Transport,219.45651245197413,314.66,4.25953104588676
E09000005,Brent,2013,Domestic,539.9462227691558,317.264,4.079237918023632
E09000005,Brent,2013,Grand total,1294.1953388238496,317.264,4.079237918023632
E09000005,Brent,2013,Industry and Commercial,546.1609087014338,317.264,4.079237918023632
E09000005,Brent,2013,Transport,208.08820735325992,317.264,4.079237918023632
E09000005,Brent,2014,Domestic,450.110050357319,320.762,3.643182148251997
E09000005,Brent,2014,Grand total,1168.594392237607,320.762,3.643182148251997
E09000005,Brent,2014,Industry and Commercial,500.6252909629196,320.762,3.643182148251997
E09000005,Brent,2014,Transport,217.85905091736842,320.762,3.643182148251997
E09000006,Bromley,2005,Domestic,812.3690505715808,299.421,5.198085383793138
E09000006,Bromley,2005,Grand total,1556.415923700725,299.421,5.198085383793138
E09000006,Bromley,2005,Industry and Commercial,378.45035908578467,299.421,5.198085383793138
E09000006,Bromley,2005,Transport,365.59651404335955,299.421,5.198085383793138
E09000006,Bromley,2006,Domestic,809.5906872611123,300.963,5.290717615504556
E09000006,Bromley,2006,Grand total,1592.3102457150976,300.963,5.290717615504556
E09000006,Bromley,2006,Industry and Commercial,424.746471706689,300.963,5.290717615504556
E09000006,Bromley,2006,Transport,357.9730867472959,300.963,5.290717615504556
E09000006,Bromley,2007,Domestic,786.0044684949731,302.625,4.999865347932356
E09000006,Bromley,2007,Grand total,1513.084250918029,302.625,4.999865347932356
E09000006,Bromley,2007,Industry and Commercial,375.2969140635068,302.625,4.999865347932356
E09000006,Bromley,2007,Transport,351.782868359549,302.625,4.999865347932356
E09000006,Bromley,2008,Domestic,796.6296937988229,304.968,4.904978962227762
E09000006,Bromley,2008,Grand total,1495.8616241526763,304.968,4.904978962227762
E09000006,Bromley,2008,Industry and Commercial,364.92823331762173,304.968,4.904978962227762
E09000006,Bromley,2008,Transport,334.3036970362319,304.968,4.904978962227762
E09000006,Bromley,2009,Domestic,719.839979524041,306.924,4.470950261536056
E09000006,Bromley,2009,Grand total,1372.2419380716924,306.924,4.470950261536056
E09000006,Bromley,2009,Industry and Commercial,330.2764718131955,306.924,4.470950261536056
E09000006,Bromley,2009,Transport,322.1254867344561,306.924,4.470950261536056
E09000006,Bromley,2010,Domestic,774.8266756195931,308.56,4.631095330369781
E09000006,Bromley,2010,Grand total,1428.9707751388996,308.56,4.631095330369781
E09000006,Bromley,2010,Industry and Commercial,339.26889039202337,308.56,4.631095330369781
E09000006,Bromley,2010,Transport,314.87520912728337,308.56,4.631095330369781
E09000006,Bromley,2011,Domestic,674.8144551125821,310.554,4.151416097099729
E09000006,Bromley,2011,Grand total,1289.2388746187094,310.554,4.151416097099729
E09000006,Bromley,2011,Industry and Commercial,306.88894796894675,310.554,4.151416097099729
E09000006,Bromley,2011,Transport,307.53547153718034,310.554,4.151416097099729
E09000006,Bromley,2012,Domestic,733.4001298931851,314.036,4.35954584276524
E09000006,Bromley,2012,Grand total,1369.0543382786248,314.036,4.35954584276524
E09000006,Bromley,2012,Industry and Commercial,333.52090545967957,314.036,4.35954584276524
E09000006,Bromley,2012,Transport,302.13330292576,314.036,4.35954584276524
E09000006,Bromley,2013,Domestic,719.9219828678866,317.899,4.195904571461983
E09000006,Bromley,2013,Grand total,1333.8738673631929,317.899,4.195904571461983
E09000006,Bromley,2013,Industry and Commercial,316.1852220529927,317.899,4.195904571461983
E09000006,Bromley,2013,Transport,297.76666244231365,317.899,4.195904571461983
E09000006,Bromley,2014,Domestic,597.1431697136718,321.278,3.64462178209709
E09000006,Bromley,2014,Grand total,1170.936796908589,321.278,3.64462178209709
E09000006,Bromley,2014,Industry and Commercial,273.89730570914446,321.278,3.64462178209709
E09000006,Bromley,2014,Transport,299.89632148577266,321.278,3.64462178209709
E09000007,Camden,2005,Domestic,428.9851447093036,211.088,7.950296208114067
E09000007,Camden,2005,Grand total,1678.2121259783821,211.088,7.950296208114067
E09000007,Camden,2005,Industry and Commercial,1076.1134468374555,211.088,7.950296208114067
E09000007,Camden,2005,Transport,173.11353443162295,211.088,7.950296208114067
E09000007,Camden,2006,Domestic,427.34320531416734,211.032,8.516035715040388
E09000007,Camden,2006,Grand total,1797.1560490164031,211.032,8.516035715040388
E09000007,Camden,2006,Industry and Commercial,1197.5307858144013,211.032,8.516035715040388
E09000007,Camden,2006,Transport,172.2820578878346,211.032,8.516035715040388
E09000007,Camden,2007,Domestic,418.43558884362807,211.52,8.253117791264737
E09000007,Camden,2007,Grand total,1745.6994752083174,211.52,8.253117791264737
E09000007,Camden,2007,Industry and Commercial,1157.1317498249625,211.52,8.253117791264737
E09000007,Camden,2007,Transport,170.13213653972684,211.52,8.253117791264737
E09000007,Camden,2008,Domestic,424.89314500468095,210.273,8.173611041850483
E09000007,Camden,2008,Grand total,1718.6897146030265,210.273,8.173611041850483
E09000007,Camden,2008,Industry and Commercial,1132.3325146455059,210.273,8.173611041850483
E09000007,Camden,2008,Transport,161.46405495283992,210.273,8.173611041850483
E09000007,Camden,2009,Domestic,389.3690818432502,212.924,7.288580479812053
E09000007,Camden,2009,Grand total,1551.9137100835017,212.924,7.288580479812053
E09000007,Camden,2009,Industry and Commercial,1003.6820857397568,212.924,7.288580479812053
E09000007,Camden,2009,Transport,158.8625425004946,212.924,7.288580479812053
E09000007,Camden,2010,Domestic,416.3703819565268,214.725,7.594861361564176
E09000007,Camden,2010,Grand total,1630.8066058618676,214.725,7.594861361564176
E09000007,Camden,2010,Industry and Commercial,1062.3675468793683,214.725,7.594861361564176
E09000007,Camden,2010,Transport,152.06867702597262,214.725,7.594861361564176
E09000007,Camden,2011,Domestic,365.52673033558125,220.087,6.728521412603355
E09000007,Camden,2011,Grand total,1480.8600921356344,220.087,6.728521412603355
E09000007,Camden,2011,Industry and Commercial,969.1263158138312,220.087,6.728521412603355
E09000007,Camden,2011,Transport,146.20704598622203,220.087,6.728521412603355
E09000007,Camden,2012,Domestic,393.38907890502867,224.962,7.071648350517036
E09000007,Camden,2012,Grand total,1590.8521562290134,224.962,7.071648350517036
E09000007,Camden,2012,Industry and Commercial,1056.6127501104536,224.962,7.071648350517036
E09000007,Camden,2012,Transport,140.85032721353116,224.962,7.071648350517036
E09000007,Camden,2013,Domestic,384.3287838634508,229.719,6.662072833939459
E09000007,Camden,2013,Grand total,1530.4047093397385,229.719,6.662072833939459
E09000007,Camden,2013,Industry and Commercial,1008.6932560090032,229.719,6.662072833939459
E09000007,Camden,2013,Transport,137.38266946728461,229.719,6.662072833939459
E09000007,Camden,2014,Domestic,319.44720075649496,234.846,5.473770904440213
E09000007,Camden,2014,Grand total,1285.4932018241664,234.846,5.473770904440213
E09000007,Camden,2014,Industry and Commercial,823.7271419280706,234.846,5.473770904440213
E09000007,Camden,2014,Transport,142.31885913960036,234.846,5.473770904440213
E09000008,Croydon,2005,Domestic,830.2204224612316,339.052,5.195085394153108
E09000008,Croydon,2005,Grand total,1761.4040930583997,339.052,5.195085394153108
E09000008,Croydon,2005,Industry and Commercial,573.1733352258512,339.052,5.195085394153108
E09000008,Croydon,2005,Transport,358.0103353713167,339.052,5.195085394153108
E09000008,Croydon,2006,Domestic,825.6847125262776,340.449,5.078962883474142
E09000008,Croydon,2006,Grand total,1729.127834715888,340.449,5.078962883474142
E09000008,Croydon,2006,Industry and Commercial,553.7578415902072,340.449,5.078962883474142
E09000008,Croydon,2006,Transport,349.6852805994031,340.449,5.078962883474142
E09000008,Croydon,2007,Domestic,804.9442266068332,344.029,4.872010060446224
E09000008,Croydon,2007,Grand total,1676.112749085254,344.029,4.872010060446224
E09000008,Croydon,2007,Industry and Commercial,522.5908841458307,344.029,4.872010060446224
E09000008,Croydon,2007,Transport,348.57763833259,344.029,4.872010060446224
E09000008,Croydon,2008,Domestic,817.1615232737521,349.308,4.7691685073007575
E09000008,Croydon,2008,Grand total,1665.908712948213,349.308,4.7691685073007575
E09000008,Croydon,2008,Industry and Commercial,526.0056327751781,349.308,4.7691685073007575
E09000008,Croydon,2008,Transport,322.74155689928295,349.308,4.7691685073007575
E09000008,Croydon,2009,Domestic,731.5573819831708,352.763,4.268045553222611
E09000008,Croydon,2009,Grand total,1505.6085534914678,352.763,4.268045553222611
E09000008,Croydon,2009,Industry and Commercial,464.17205048365787,352.763,4.268045553222611
E09000008,Croydon,2009,Transport,309.87912102463906,352.763,4.268045553222611
E09000008,Croydon,2010,Domestic,786.2845312641492,357.951,4.396243020204535
E09000008,Croydon,2010,Grand total,1573.6395853252336,357.951,4.396243020204535
E09000008,Croydon,2010,Industry and Commercial,484.9848101103613,357.951,4.396243020204535
E09000008,Croydon,2010,Transport,302.3702439507232,357.951,4.396243020204535
E09000008,Croydon,2011,Domestic,691.2307536783857,364.815,3.896010072043123
E09000008,Croydon,2011,Grand total,1421.3229144324118,364.815,3.896010072043123
E09000008,Croydon,2011,Industry and Commercial,434.36543578728936,364.815,3.896010072043123
E09000008,Croydon,2011,Transport,295.72672496673704,364.815,3.896010072043123
E09000008,Croydon,2012,Domestic,748.5601931865328,368.886,4.104630068614676
E09000008,Croydon,2012,Grand total,1514.1405674909936,368.886,4.104630068614676
E09000008,Croydon,2012,Industry and Commercial,473.79421603778013,368.886,4.104630068614676
E09000008,Croydon,2012,Transport,291.7861582666806,368.886,4.104630068614676
E09000008,Croydon,2013,Domestic,734.0148833321803,372.752,3.9137216948760907
E09000008,Croydon,2013,Grand total,1458.8475892084525,372.752,3.9137216948760907
E09000008,Croydon,2013,Industry and Commercial,436.1074608032987,372.752,3.9137216948760907
E09000008,Croydon,2013,Transport,288.72524507297373,372.752,3.9137216948760907
E09000008,Croydon,2014,Domestic,611.190925255786,376.04,3.282609627417393
E09000008,Croydon,2014,Grand total,1234.3925242940365,376.04,3.282609627417393
E09000008,Croydon,2014,Industry and Commercial,333.7882190182795,376.04,3.282609627417393
E09000008,Croydon,2014,Transport,289.41338001997104,376.04,3.282609627417393
E09000009,Ealing,2005,Domestic,685.4052901909058,312.774,5.332312197847149
E09000009,Ealing,2005,Grand total,1667.8086153694444,312.774,5.332312197847149
E09000009,Ealing,2005,Industry and Commercial,614.3805879725668,312.774,5.332312197847149
E09000009,Ealing,2005,Transport,368.02273720597185,312.774,5.332312197847149
E09000009,Ealing,2006,Domestic,680.1276516783716,315.329,5.395767112547069
E09000009,Ealing,2006,Grand total,1701.4418478323548,315.329,5.395767112547069
E09000009,Ealing,2006,Industry and Commercial,660.3729235933222,315.329,5.395767112547069
E09000009,Ealing,2006,Transport,360.941272560661,315.329,5.395767112547069
E09000009,Ealing,2007,Domestic,664.0990497484099,318.671,5.299645347195545
E09000009,Ealing,2007,Grand total,1688.8432824361516,318.671,5.299645347195545
E09000009,Ealing,2007,Industry and Commercial,681.8751613086986,318.671,5.299645347195545
E09000009,Ealing,2007,Transport,342.869071379043,318.671,5.299645347195545
E09000009,Ealing,2008,Domestic,672.0858548467859,324.022,5.205417983409883
E09000009,Ealing,2008,Grand total,1686.669945820437,324.022,5.205417983409883
E09000009,Ealing,2008,Industry and Commercial,685.5153463486012,324.022,5.205417983409883
E09000009,Ealing,2008,Transport,329.0687446250503,324.022,5.205417983409883
E09000009,Ealing,2009,Domestic,605.9266969062572,329.966,4.6553041058520215
E09000009,Ealing,2009,Grand total,1536.0920745915682,329.966,4.6553041058520215
E09000009,Ealing,2009,Industry and Commercial,612.5366808393951,329.966,4.6553041058520215
E09000009,Ealing,2009,Transport,317.6286968459158,329.966,4.6553041058520215
E09000009,Ealing,2010,Domestic,651.8586146682097,334.073,4.775156812072659
E09000009,Ealing,2010,Grand total,1595.2509616795492,334.073,4.775156812072659
E09000009,Ealing,2010,Industry and Commercial,629.1941395857376,334.073,4.775156812072659
E09000009,Ealing,2010,Transport,314.1982074256019,334.073,4.775156812072659
E09000009,Ealing,2011,Domestic,565.875433648739,339.314,4.351030040958105
E09000009,Ealing,2011,Grand total,1476.3654073176585,339.314,4.351030040958105
E09000009,Ealing,2011,Industry and Commercial,599.0968719699151,339.314,4.351030040958105
E09000009,Ealing,2011,Transport,311.3931016990046,339.314,4.351030040958105
E09000009,Ealing,2012,Domestic,611.6657935820389,340.671,4.641272079599738
E09000009,Ealing,2012,Grand total,1581.1468006293223,340.671,4.641272079599738
E09000009,Ealing,2012,Industry and Commercial,668.2611248086866,340.671,4.641272079599738
E09000009,Ealing,2012,Transport,301.21988223859677,340.671,4.641272079599738
E09000009,Ealing,2013,Domestic,600.8299676083623,342.494,4.575145931744755
